Participant,Behavioral_Variable,Wellbeing_Variable,r,p,N,Included,p_FDR,Significant_raw,Significant_FDR,Analysis,Objective_Variable,Wellness_Variable,Time_Lag,Sensitivity_Threshold
p16,Sleep_Hours,stress,0.069236537122395,0.7314839323473235,27,Yes,0.918984560575593,False,False,seven_day,,,,
p16,Sleep_Duration_Score,fatigue,0.0607144051899201,0.7635435901841218,27,Yes,0.9277704497323295,False,False,seven_day,,,,
p16,Sleep_Duration_Score,mood,-0.0734741795484335,0.7157008592757934,27,Yes,0.9056467283579975,False,False,seven_day,,,,
p16,Sleep_Duration_Score,readiness,0.1443264626949446,0.4726155974492189,27,Yes,0.8225795969817136,False,False,seven_day,,,,
p16,Sleep_Duration_Score,sleep_quality,0.2988655514027312,0.129944391734255,27,Yes,0.5577072812810728,False,False,seven_day,,,,
p16,Sleep_Duration_Score,stress,0.1142437397204513,0.5704415872205794,27,Yes,0.8673470370709013,False,False,seven_day,,,,
p16,Deep_Sleep_Minutes,fatigue,-0.0882838900884896,0.6614685650131458,27,Yes,0.887225047984994,False,False,seven_day,,,,
p16,Deep_Sleep_Minutes,mood,0.0757065947657364,0.7074314131113671,27,Yes,0.9056467283579975,False,False,seven_day,,,,
p16,Deep_Sleep_Minutes,readiness,-0.1015368681202599,0.6143025829564956,27,Yes,0.8788609850555101,False,False,seven_day,,,,
p16,Deep_Sleep_Minutes,sleep_quality,-0.2684841183655657,0.1757086180408436,27,Yes,0.6163675764088853,False,False,seven_day,,,,
p16,Deep_Sleep_Minutes,stress,0.074104404899585,0.7133631205989388,27,Yes,0.9056467283579975,False,False,seven_day,,,,
p16,Sleep_Restlessness,fatigue,-0.0670546637356272,0.7396525573719459,27,Yes,0.9220393577464218,False,False,seven_day,,,,
p16,Sleep_Restlessness,mood,0.3758578658480707,0.0533447936557181,27,Yes,0.39026331524664065,False,False,seven_day,,,,
p16,Sleep_Restlessness,readiness,-0.0729609198298216,0.7176065805531202,27,Yes,0.9058499601894713,False,False,seven_day,,,,
p16,Sleep_Restlessness,sleep_quality,-0.1981965570151361,0.3216834363998144,27,Yes,0.7468323055598031,False,False,seven_day,,,,
p16,Sleep_Restlessness,stress,-0.0120310166928172,0.9525069918803624,27,Yes,0.9847132367947357,False,False,seven_day,,,,
p16,Sleep_Composition,fatigue,-0.2935600791513797,0.1372332343312209,27,Yes,0.5705294680971653,False,False,seven_day,,,,
p16,Sleep_Composition,mood,0.2825890728493805,0.1532355301056167,27,Yes,0.5874119225816092,False,False,seven_day,,,,
p16,Sleep_Composition,readiness,-0.4382659816535707,0.0222190405088675,27,Yes,0.29255479492909586,True,False,seven_day,,,,
p16,Sleep_Composition,sleep_quality,-0.0205846742398153,0.918827817662978,27,Yes,0.9706603494773888,False,False,seven_day,,,,
p16,Sleep_Composition,stress,0.1737823586167765,0.385999872766852,27,Yes,0.7823287576562085,False,False,seven_day,,,,
p16,Sleep_Revitalization,fatigue,-0.1866653986403375,0.3511940687091033,27,Yes,0.7658664830609553,False,False,seven_day,,,,
p16,Sleep_Revitalization,mood,-0.4125060215607271,0.0324941975393412,27,Yes,0.31560393396996544,True,False,seven_day,,,,
p16,Sleep_Revitalization,readiness,-0.1731811025808281,0.3876709970921837,27,Yes,0.7823287576562085,False,False,seven_day,,,,
p16,Sleep_Revitalization,sleep_quality,-0.0748976707446646,0.7104241941522988,27,Yes,0.9056467283579975,False,False,seven_day,,,,
p16,Sleep_Revitalization,stress,-0.3010999654928873,0.1269606090939727,27,Yes,0.5498390036828654,False,False,seven_day,,,,
p16,Sleep_Score,fatigue,-0.0995413437384481,0.6213152513328157,27,Yes,0.8793659706920779,False,False,seven_day,,,,
p16,Sleep_Score,mood,-0.1994592646048818,0.3185471080336146,27,Yes,0.7452700574781785,False,False,seven_day,,,,
p16,Sleep_Score,readiness,-0.05146919689389,0.798757406603696,27,Yes,0.9327152707052534,False,False,seven_day,,,,
p16,Sleep_Score,sleep_quality,0.2208061876235283,0.2683880303818576,27,Yes,0.6980320867496576,False,False,seven_day,,,,
p16,Sleep_Score,stress,-0.0060523245928598,0.9760982604992292,27,Yes,0.9899451156977611,False,False,seven_day,,,,
p01,Steps,fatigue,0.1004227450182558,0.4223902351993448,66,Yes,0.720500266580421,False,False,sensitivity_Z1,,,,1.0
p01,Steps,mood,0.0877017402639911,0.4837836951732439,66,Yes,0.7748562572013222,False,False,sensitivity_Z1,,,,1.0
p01,Steps,readiness,-0.0620319530704592,0.6207426191871612,66,Yes,0.8451916090578937,False,False,sensitivity_Z1,,,,1.0
p01,Steps,sleep_quality,0.1361331238290127,0.2757558268717143,66,Yes,0.5836193476930472,False,False,sensitivity_Z1,,,,1.0
p01,Steps,stress,0.1496995954106562,0.2302548525202061,66,Yes,0.5374633004879548,False,False,sensitivity_Z1,,,,1.0
p01,Exercise_Count,fatigue,0.0314210911068116,0.8022388331153448,66,Yes,0.9164349838174269,False,False,sensitivity_Z1,,,,1.0
p01,Exercise_Count,mood,-0.1015504800579494,0.4171718721381647,66,Yes,0.7192943071185445,False,False,sensitivity_Z1,,,,1.0
p01,Exercise_Count,readiness,0.1090696053131774,0.3833391436832503,66,Yes,0.6939220825449857,False,False,sensitivity_Z1,,,,1.0
p01,Exercise_Count,sleep_quality,-0.0398074597725277,0.7509825079362065,66,Yes,0.9034973750162242,False,False,sensitivity_Z1,,,,1.0
p01,Exercise_Count,stress,-0.1014514547003575,0.4176285999617254,66,Yes,0.7192943071185445,False,False,sensitivity_Z1,,,,1.0
p01,Exercise_Duration,fatigue,0.06037769222195,0.6301054520654072,66,Yes,0.8468235393666913,False,False,sensitivity_Z1,,,,1.0
p01,Exercise_Duration,mood,-0.0361634272030031,0.7731370299044732,66,Yes,0.9035211403494964,False,False,sensitivity_Z1,,,,1.0
p01,Exercise_Duration,readiness,0.1277251882092684,0.3067753415364983,66,Yes,0.625539604466377,False,False,sensitivity_Z1,,,,1.0
p01,Exercise_Duration,sleep_quality,0.0757318484775838,0.5456029783110833,66,Yes,0.8155205797753626,False,False,sensitivity_Z1,,,,1.0
p01,Exercise_Duration,stress,-0.1009855376207261,0.4197813743896279,66,Yes,0.7202051819798839,False,False,sensitivity_Z1,,,,1.0
p01,Exercise_Distance,fatigue,0.3282506730196013,0.0071288024053758,66,Yes,0.08782288518844909,True,False,sensitivity_Z1,,,,1.0
p01,Exercise_Distance,mood,0.0731641517392232,0.5593448351874267,66,Yes,0.8205269543328632,False,False,sensitivity_Z1,,,,1.0
p01,Exercise_Distance,readiness,0.3432933802655499,0.0047732855819987,66,Yes,0.07427902300408504,True,False,sensitivity_Z1,,,,1.0
p01,Exercise_Distance,sleep_quality,0.1570449937407779,0.2079243581469514,66,Yes,0.5094721151280274,False,False,sensitivity_Z1,,,,1.0
p01,Exercise_Distance,stress,0.0547447790881598,0.6624169226937899,66,Yes,0.8646328446704549,False,False,sensitivity_Z1,,,,1.0
p01,Exercise_Calories,fatigue,0.1245991555117795,0.3188621575195086,66,Yes,0.6384440941756301,False,False,sensitivity_Z1,,,,1.0
p01,Exercise_Calories,mood,-0.0125546259983418,0.9203051027685338,66,Yes,0.9660480782907569,False,False,sensitivity_Z1,,,,1.0
p01,Exercise_Calories,readiness,0.1889908490535851,0.1285699811379063,66,Yes,0.39571989341086583,False,False,sensitivity_Z1,,,,1.0
p01,Exercise_Calories,sleep_quality,0.1185543081751562,0.3430854022222695,66,Yes,0.6614847566602543,False,False,sensitivity_Z1,,,,1.0
p01,Exercise_Calories,stress,-0.0888269520825422,0.4781697171983942,66,Yes,0.7711573439181375,False,False,sensitivity_Z1,,,,1.0
p01,Exercise_Avg_HR,fatigue,0.3617002489562578,0.0146316271714678,45,Yes,0.11798412091901762,True,False,sensitivity_Z1,,,,1.0
p01,Exercise_Avg_HR,mood,0.0579920720759694,0.705137766905636,45,Yes,0.8910651858789573,False,False,sensitivity_Z1,,,,1.0
p01,Exercise_Avg_HR,readiness,0.4394245683606674,0.0025271408471391,45,Yes,0.04769306237047621,True,True,sensitivity_Z1,,,,1.0
p01,Exercise_Avg_HR,sleep_quality,0.1993535718176607,0.1892180630943493,45,Yes,0.4907497718265726,False,False,sensitivity_Z1,,,,1.0
p01,Exercise_Avg_HR,stress,0.0466304687976604,0.7609985653167953,45,Yes,0.9034973750162242,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Hours,fatigue,0.0019473844166815,0.9876186407066042,66,Yes,0.9943447608476254,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Hours,mood,0.0951621401080855,0.4472206384213315,66,Yes,0.741514106893184,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Hours,readiness,-0.1220983023788034,0.3287478418708606,66,Yes,0.6465617200431337,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Hours,sleep_quality,-0.0035921649276564,0.977163369868874,66,Yes,0.9894336861571817,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Hours,stress,-0.1092291433953009,0.3826395582168876,66,Yes,0.6939220825449857,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Duration_Score,fatigue,0.0663775703007913,0.5964342386019125,66,Yes,0.8357617213900417,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Duration_Score,mood,0.0976290787642074,0.4354769852317676,66,Yes,0.7301854175814326,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Duration_Score,readiness,0.0557402259584696,0.6566598445959051,66,Yes,0.864266310924325,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Duration_Score,sleep_quality,0.2200541280954554,0.0758313329166582,66,Yes,0.3071342114021727,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Duration_Score,stress,-0.211109510733941,0.0888439232989281,66,Yes,0.3367716237869625,False,False,sensitivity_Z1,,,,1.0
p01,Deep_Sleep_Minutes,fatigue,-0.1114743450102131,0.3728754239385225,66,Yes,0.6861825749765162,False,False,sensitivity_Z1,,,,1.0
p01,Deep_Sleep_Minutes,mood,-0.0705360151381971,0.5735777445234519,66,Yes,0.8285026289801178,False,False,sensitivity_Z1,,,,1.0
p01,Deep_Sleep_Minutes,readiness,-0.198531577789525,0.1100400814904379,66,Yes,0.3685407058786047,False,False,sensitivity_Z1,,,,1.0
p01,Deep_Sleep_Minutes,sleep_quality,-0.1314964952568708,0.2925933238876409,66,Yes,0.6057242504079701,False,False,sensitivity_Z1,,,,1.0
p01,Deep_Sleep_Minutes,stress,-0.019920544727467,0.8738588682950569,66,Yes,0.9358460565533998,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Restlessness,fatigue,-0.0345714299389521,0.7828739672435315,66,Yes,0.907162653776252,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Restlessness,mood,0.0107409355685734,0.931788396603366,66,Yes,0.972348597396689,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Restlessness,readiness,-0.1540178858083242,0.2169336259172663,66,Yes,0.5214637566087132,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Restlessness,sleep_quality,-0.1168975984380573,0.3499195380826193,66,Yes,0.6657162390480775,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Restlessness,stress,0.2212461546669935,0.0742182498606775,66,Yes,0.3047758686408377,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Composition,fatigue,-0.2552894201424319,0.0385677375352856,66,Yes,0.21248188319129394,True,False,sensitivity_Z1,,,,1.0
p01,Sleep_Composition,mood,-0.1701516958605515,0.1719731894572279,66,Yes,0.46648385030141026,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Composition,readiness,-0.1079261066969252,0.388375814954092,66,Yes,0.7016076331248057,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Composition,sleep_quality,-0.2554694272877915,0.038426277183087,66,Yes,0.21248188319129394,True,False,sensitivity_Z1,,,,1.0
p01,Sleep_Composition,stress,-0.214887677961062,0.083148108438829,66,Yes,0.3234753166019357,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Revitalization,fatigue,0.2926689498942552,0.0170932609845488,66,Yes,0.13184106515908509,True,False,sensitivity_Z1,,,,1.0
p01,Sleep_Revitalization,mood,-0.0165944366090192,0.8947888744597292,66,Yes,0.9458928272757601,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Revitalization,readiness,0.2854673283253539,0.0201571084049795,66,Yes,0.1482601332545307,True,False,sensitivity_Z1,,,,1.0
p01,Sleep_Revitalization,sleep_quality,0.0281881837682971,0.8222351940876584,66,Yes,0.9197006521510127,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Revitalization,stress,-0.0980880075931684,0.43331162220629,66,Yes,0.728831683993238,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Score,fatigue,0.0773727980955239,0.5369074206515654,66,Yes,0.8113064431310707,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Score,mood,-0.0311650918524664,0.8038178324802234,66,Yes,0.9164349838174269,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Score,readiness,0.1354845592938256,0.2780713754169792,66,Yes,0.5844770379025132,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Score,sleep_quality,0.0241423586480734,0.8474179256927478,66,Yes,0.9304646998831232,False,False,sensitivity_Z1,,,,1.0
p01,Sleep_Score,stress,-0.2739112447357836,0.0260477896196821,66,Yes,0.17340476612857608,True,False,sensitivity_Z1,,,,1.0
p02,Steps,fatigue,,,46,Yes,,False,False,sensitivity_Z1,,,,1.0
p02,Steps,mood,0.2450888852487096,0.1006577557293483,46,Yes,0.36001382795133846,False,False,sensitivity_Z1,,,,1.0
p02,Steps,readiness,0.5778032428681453,2.6137167641932665e-05,46,Yes,0.0025759630775993637,True,True,sensitivity_Z1,,,,1.0
p02,Steps,sleep_quality,-0.0473129483562485,0.7548613152712005,46,Yes,0.9034973750162242,False,False,sensitivity_Z1,,,,1.0
p02,Steps,stress,0.2038600661995958,0.1741735190536673,46,Yes,0.4710119250018381,False,False,sensitivity_Z1,,,,1.0
p02,Exercise_Count,fatigue,,,46,Yes,,False,False,sensitivity_Z1,,,,1.0
p02,Exercise_Count,mood,0.1405075310276554,0.3516601896163097,46,Yes,0.6657162390480775,False,False,sensitivity_Z1,,,,1.0
p02,Exercise_Count,readiness,0.2440673271835269,0.102129761802938,46,Yes,0.3624050841964463,False,False,sensitivity_Z1,,,,1.0
p02,Exercise_Count,sleep_quality,0.1065806520387741,0.4808205280457562,46,Yes,0.7726836332223894,False,False,sensitivity_Z1,,,,1.0
p02,Exercise_Count,stress,0.0819851169529032,0.5880523531832895,46,Yes,0.8318666850287846,False,False,sensitivity_Z1,,,,1.0
p02,Exercise_Duration,fatigue,,,46,Yes,,False,False,sensitivity_Z1,,,,1.0
p02,Exercise_Duration,mood,0.0882707579200229,0.5596604367208368,46,Yes,0.8205269543328632,False,False,sensitivity_Z1,,,,1.0
p02,Exercise_Duration,readiness,0.506731495193182,0.0003262157581051,46,Yes,0.012580581627792336,True,True,sensitivity_Z1,,,,1.0
p02,Exercise_Duration,sleep_quality,0.0868590480657785,0.5659808271894111,46,Yes,0.8250559328606786,False,False,sensitivity_Z1,,,,1.0
p02,Exercise_Duration,stress,0.0657513368112793,0.6641832294630352,46,Yes,0.865096218111178,False,False,sensitivity_Z1,,,,1.0
p02,Exercise_Distance,fatigue,,,46,Yes,,False,False,sensitivity_Z1,,,,1.0
p02,Exercise_Distance,mood,0.1364112290109967,0.3660166515107064,46,Yes,0.6806221590985253,False,False,sensitivity_Z1,,,,1.0
p02,Exercise_Distance,readiness,0.49756419209324,0.0004345038398648,46,Yes,0.014987188758739813,True,True,sensitivity_Z1,,,,1.0
p02,Exercise_Distance,sleep_quality,0.0969708821899399,0.5214562935750403,46,Yes,0.8016147875235022,False,False,sensitivity_Z1,,,,1.0
p02,Exercise_Distance,stress,0.2136449720531777,0.153968343757581,46,Yes,0.44340883413303356,False,False,sensitivity_Z1,,,,1.0
p02,Exercise_Calories,fatigue,,,46,Yes,,False,False,sensitivity_Z1,,,,1.0
p02,Exercise_Calories,mood,0.1328164423504012,0.378901757852962,46,Yes,0.6898069341587628,False,False,sensitivity_Z1,,,,1.0
p02,Exercise_Calories,readiness,0.5690452212600559,3.682527033589764e-05,46,Yes,0.0027730471499189126,True,True,sensitivity_Z1,,,,1.0
p02,Exercise_Calories,sleep_quality,0.0502359829946397,0.7402292777340326,46,Yes,0.9034309367180324,False,False,sensitivity_Z1,,,,1.0
p02,Exercise_Calories,stress,0.0663089674810332,0.6615059437590418,46,Yes,0.8646328446704549,False,False,sensitivity_Z1,,,,1.0
p02,Exercise_Avg_HR,fatigue,,,44,Yes,,False,False,sensitivity_Z1,,,,1.0
p02,Exercise_Avg_HR,mood,0.0680042594380224,0.6609430686182866,44,Yes,0.8646328446704549,False,False,sensitivity_Z1,,,,1.0
p02,Exercise_Avg_HR,readiness,0.2327851705037255,0.1283487404024985,44,Yes,0.39571989341086583,False,False,sensitivity_Z1,,,,1.0
p02,Exercise_Avg_HR,sleep_quality,-0.1473946897533807,0.3396850360336985,44,Yes,0.6588553042775522,False,False,sensitivity_Z1,,,,1.0
p02,Exercise_Avg_HR,stress,-0.0862443071363477,0.5777668058117315,44,Yes,0.8285026289801178,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Hours,fatigue,,,46,Yes,,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Hours,mood,0.0522780447014258,0.7300604187258501,46,Yes,0.8969024811770486,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Hours,readiness,0.180890648706897,0.2289565240588844,46,Yes,0.5358428412670988,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Hours,sleep_quality,0.0673294768589922,0.6566171206061825,46,Yes,0.864266310924325,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Hours,stress,0.0239141107810985,0.8746520641293895,46,Yes,0.9358460565533998,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Duration_Score,fatigue,,,44,Yes,,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Duration_Score,mood,-0.0834445285080009,0.5902219067992805,44,Yes,0.8318666850287846,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Duration_Score,readiness,0.0103261533640252,0.9469592337429812,44,Yes,0.9765580414626381,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Duration_Score,sleep_quality,-0.0352822442119887,0.8201367212491221,44,Yes,0.9185117067524889,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Duration_Score,stress,-0.0757307122087012,0.6251378080569114,44,Yes,0.8451916090578937,False,False,sensitivity_Z1,,,,1.0
p02,Deep_Sleep_Minutes,fatigue,,,46,Yes,,False,False,sensitivity_Z1,,,,1.0
p02,Deep_Sleep_Minutes,mood,-0.176198142308451,0.241463154209405,46,Yes,0.5534310537047603,False,False,sensitivity_Z1,,,,1.0
p02,Deep_Sleep_Minutes,readiness,0.0158181452021211,0.9169012677518028,46,Yes,0.9636154318671198,False,False,sensitivity_Z1,,,,1.0
p02,Deep_Sleep_Minutes,sleep_quality,0.2378932658405227,0.1113808263913617,46,Yes,0.37001795134508547,False,False,sensitivity_Z1,,,,1.0
p02,Deep_Sleep_Minutes,stress,-0.2287816170239832,0.1261818761213812,46,Yes,0.3927134179637373,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Restlessness,fatigue,,,44,Yes,,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Restlessness,mood,0.0544062933932492,0.7257676163473707,44,Yes,0.8953489230877856,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Restlessness,readiness,0.3690393815488425,0.0136950223450324,44,Yes,0.11515001551708719,True,False,sensitivity_Z1,,,,1.0
p02,Sleep_Restlessness,sleep_quality,0.025461337055025,0.8696872267006555,44,Yes,0.9358460565533998,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Restlessness,stress,0.0434198495411742,0.7795885992213356,44,Yes,0.907162653776252,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Composition,fatigue,,,44,Yes,,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Composition,mood,-0.1090938894581957,0.4808583602466279,44,Yes,0.7726836332223894,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Composition,readiness,-0.1964516064574897,0.2012159107024562,44,Yes,0.5027563740650103,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Composition,sleep_quality,0.178147112321343,0.2472892891670141,44,Yes,0.5558488733551163,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Composition,stress,-0.1046991549664365,0.4988090295488392,44,Yes,0.7858678671577627,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Revitalization,fatigue,,,44,Yes,,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Revitalization,mood,-0.1943406439609967,0.2061971953165338,44,Yes,0.508061258334464,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Revitalization,readiness,0.075561168117834,0.6259147998189716,44,Yes,0.8451916090578937,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Revitalization,sleep_quality,0.2527523824277386,0.0978629958956719,44,Yes,0.3554260437682347,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Revitalization,stress,-0.3275264459397771,0.0299860036493816,44,Yes,0.1899827516928677,True,False,sensitivity_Z1,,,,1.0
p02,Sleep_Score,fatigue,,,44,Yes,,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Score,mood,-0.214943280178667,0.1611645453635967,44,Yes,0.4509556837145435,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Score,readiness,-0.025034310778976,0.8718544104041478,44,Yes,0.9358460565533998,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Score,sleep_quality,0.1839042348304269,0.2320913400454427,44,Yes,0.5375065760321349,False,False,sensitivity_Z1,,,,1.0
p02,Sleep_Score,stress,-0.2823919661400656,0.063275364768471,44,Yes,0.2792300922867352,False,False,sensitivity_Z1,,,,1.0
p03,Steps,fatigue,-0.3373356170525105,0.0411725628844711,37,Yes,0.220326831324432,True,False,sensitivity_Z1,,,,1.0
p03,Steps,mood,-0.0960859899429711,0.5715844972992629,37,Yes,0.8284239364451734,False,False,sensitivity_Z1,,,,1.0
p03,Steps,readiness,,,37,Yes,,False,False,sensitivity_Z1,,,,1.0
p03,Steps,sleep_quality,,,37,Yes,,False,False,sensitivity_Z1,,,,1.0
p03,Steps,stress,0.0936091189632803,0.5815848871173365,37,Yes,0.8285026289801178,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Count,fatigue,-0.2099700064270411,0.2122795620030859,37,Yes,0.5158684150595539,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Count,mood,-0.0599498130385772,0.7244920474101139,37,Yes,0.8950201198506559,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Count,readiness,,,37,Yes,,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Count,sleep_quality,,,37,Yes,,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Count,stress,0.1071275542995108,0.5279842615926198,37,Yes,0.8060620310372698,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Duration,fatigue,-0.4153936844202854,0.0105666044656779,37,Yes,0.10413975734506996,True,False,sensitivity_Z1,,,,1.0
p03,Exercise_Duration,mood,-0.1907967026158407,0.2579848747863144,37,Yes,0.5686021498502686,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Duration,readiness,,,37,Yes,,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Duration,sleep_quality,,,37,Yes,,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Duration,stress,0.1022406258457439,0.54708000356116,37,Yes,0.8155205797753626,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Distance,fatigue,,,37,Yes,,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Distance,mood,,,37,Yes,,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Distance,readiness,,,37,Yes,,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Distance,sleep_quality,,,37,Yes,,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Distance,stress,,,37,Yes,,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Calories,fatigue,-0.4062359916537165,0.0126007748748238,37,Yes,0.11129313346766782,True,False,sensitivity_Z1,,,,1.0
p03,Exercise_Calories,mood,-0.1685109700579298,0.3187722278597661,37,Yes,0.6384440941756301,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Calories,readiness,,,37,Yes,,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Calories,sleep_quality,,,37,Yes,,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Calories,stress,0.0805407603060252,0.6355951313369854,37,Yes,0.8486681201796835,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Avg_HR,fatigue,-0.1366617004533999,0.5242806435045002,24,Yes,0.8031725920353915,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Avg_HR,mood,0.0506270593142009,0.814262327308516,24,Yes,0.9170338237300271,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Avg_HR,readiness,,,24,Yes,,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Avg_HR,sleep_quality,,,24,Yes,,False,False,sensitivity_Z1,,,,1.0
p03,Exercise_Avg_HR,stress,-0.2260937547772615,0.2880846528738611,24,Yes,0.6012496167037995,False,False,sensitivity_Z1,,,,1.0
p03,Sleep_Hours,fatigue,0.2459852879849126,0.2161587359246108,27,Yes,0.5210130401226353,False,False,sensitivity_Z1,,,,1.0
p03,Sleep_Hours,mood,-0.0192835902874244,0.923943315275576,27,Yes,0.9675770019473859,False,False,sensitivity_Z1,,,,1.0
p03,Sleep_Hours,readiness,,,27,Yes,,False,False,sensitivity_Z1,,,,1.0
p03,Sleep_Hours,sleep_quality,,,27,Yes,,False,False,sensitivity_Z1,,,,1.0
p03,Sleep_Hours,stress,0.114013274806135,0.5712244618677941,27,Yes,0.8284239364451734,False,False,sensitivity_Z1,,,,1.0
p03,Sleep_Duration_Score,fatigue,0.2535533511085243,0.2019076835724007,27,Yes,0.503067739687414,False,False,sensitivity_Z1,,,,1.0
p03,Sleep_Duration_Score,mood,0.4469973872805474,0.0194088296264163,27,Yes,0.14466917545068284,True,False,sensitivity_Z1,,,,1.0
p03,Sleep_Duration_Score,readiness,,,27,Yes,,False,False,sensitivity_Z1,,,,1.0
p03,Sleep_Duration_Score,sleep_quality,,,27,Yes,,False,False,sensitivity_Z1,,,,1.0
p03,Sleep_Duration_Score,stress,0.0396177111107069,0.8444572708603528,27,Yes,0.9304646998831232,False,False,sensitivity_Z1,,,,1.0
p03,Deep_Sleep_Minutes,fatigue,-0.0383164262151896,0.8495079593147914,27,Yes,0.9304646998831232,False,False,sensitivity_Z1,,,,1.0
p03,Deep_Sleep_Minutes,mood,-0.3899358378952724,0.0443589855169729,27,Yes,0.22618626849330958,True,False,sensitivity_Z1,,,,1.0
p03,Deep_Sleep_Minutes,readiness,,,27,Yes,,False,False,sensitivity_Z1,,,,1.0
p03,Deep_Sleep_Minutes,sleep_quality,,,27,Yes,,False,False,sensitivity_Z1,,,,1.0
p03,Deep_Sleep_Minutes,stress,0.199628580581138,0.3181279929252068,27,Yes,0.6384440941756301,False,False,sensitivity_Z1,,,,1.0
p03,Sleep_Restlessness,fatigue,0.2672164578670452,0.1778355430718527,27,Yes,0.47512086356847394,False,False,sensitivity_Z1,,,,1.0
p03,Sleep_Restlessness,mood,-0.422129693784892,0.0282829845204999,27,Yes,0.18178990775132906,True,False,sensitivity_Z1,,,,1.0
p03,Sleep_Restlessness,readiness,,,27,Yes,,False,False,sensitivity_Z1,,,,1.0
p03,Sleep_Restlessness,sleep_quality,,,27,Yes,,False,False,sensitivity_Z1,,,,1.0
